NAME,FUNCTION LOCATION,DESCRIPTION,PARAMETERS,RETURNS,DEPENDANCY,DEPENDANCY LOCATION
"masked_greater(x, value, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where greater than a given value.    This function is a shortcut to ``masked_where``, with    `condition` = (x > value).    See Also    --------    masked_where : Mask where a condition is met.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(4) >>> a    array([0, 1, 2, 3]) >>> ma.masked_greater(a, 2)    masked_array(data=[0, 1, 2, --],                 mask=[False, False, False,  True],           fill_value=999999)",,,greater ; array ; where ; array ; where ; where ; masked_where ; where ; cond ; where ; cond ; masked_where ; where ; array ; array ; greater ; masked_greater ; array ; array ; greater ; where ; copy ; masked_where ; where ; equal ; greater_equal ; greater ; copy ; eq ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Argument ;Argument ;Argument ;Argument ;Argument ;
"masked_greater_equal(x, value, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where greater than or equal to a given value.    This function is a shortcut to ``masked_where``, with    `condition` = (x >= value).    See Also    --------    masked_where : Mask where a condition is met.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(4) >>> a    array([0, 1, 2, 3]) >>> ma.masked_greater_equal(a, 2)    masked_array(data=[0, 1, --, --],                 mask=[False, False,  True,  True],           fill_value=999999)",,,equal ; greater ; array ; where ; eq ; array ; where ; where ; masked_where ; where ; cond ; where ; cond ; masked_where ; where ; array ; array ; equal ; greater_equal ; greater ; eq ; masked_greater ; masked_greater_equal ; array ; array ; equal ; greater_equal ; greater ; where ; copy ; eq ; masked_where ; where ; less ; copy ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Return ;Return ;Return ;Argument ;Argument ;
"masked_less(x, value, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where less than a given value.    This function is a shortcut to ``masked_where``, with    `condition` = (x < value).    See Also    --------    masked_where : Mask where a condition is met.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(4) >>> a    array([0, 1, 2, 3]) >>> ma.masked_less(a, 2)    masked_array(data=[--, --, 2, 3],                 mask=[ True,  True, False, False],           fill_value=999999)",,,less ; array ; where ; array ; where ; where ; masked_where ; where ; cond ; where ; cond ; masked_where ; where ; array ; array ; less ; masked_less ; array ; array ; less ; where ; copy ; masked_where ; where ; equal ; less_equal ; less ; copy ; eq ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Argument ;Argument ;Argument ;Argument ;Argument ;
"masked_less_equal(x, value, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where less than or equal to a given value.    This function is a shortcut to ``masked_where``, with    `condition` = (x <= value).    See Also    --------    masked_where : Mask where a condition is met.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(4) >>> a    array([0, 1, 2, 3]) >>> ma.masked_less_equal(a, 2)    masked_array(data=[--, --, --, 3],                 mask=[ True,  True,  True, False],           fill_value=999999)",,,equal ; less ; array ; where ; eq ; array ; where ; where ; masked_where ; where ; cond ; where ; cond ; masked_where ; where ; array ; array ; equal ; less_equal ; less ; eq ; masked_less ; masked_less_equal ; array ; array ; equal ; less_equal ; less ; where ; copy ; eq ; masked_where ; where ; equal ; not_equal ; copy ; eq ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Return ;Return ;Return ;Argument ;Argument ;Argument ;Argument ;
"masked_not_equal(x, value, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where `not` equal to a given value.    This function is a shortcut to ``masked_where``, with    `condition` = (x != value).    See Also    --------    masked_where : Mask where a condition is met.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(4) >>> a    array([0, 1, 2, 3]) >>> ma.masked_not_equal(a, 2)    masked_array(data=[--, --, 2, --],                 mask=[ True,  True, False,  True],           fill_value=999999)",,,equal ; array ; where ; eq ; array ; where ; where ; masked_where ; where ; cond ; where ; cond ; masked_where ; where ; array ; array ; equal ; not_equal ; eq ; masked_not_equal ; array ; array ; equal ; not_equal ; where ; copy ; eq ; masked_where ; where ; equal ; copy ; eq ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Return ;Return ;Argument ;Argument ;Argument ;
"masked_equal(x, value, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where equal to a given value.    This function is a shortcut to ``masked_where``, with    `condition` = (x == value).  For floating point arrays,    consider using ``masked_values(x, value)``.    See Also    --------    masked_where : Mask where a condition is met.    masked_values : Mask using floating point equality.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(4) >>> a    array([0, 1, 2, 3]) >>> ma.masked_equal(a, 2)    masked_array(data=[0, 1, --, 3],                 mask=[False, False,  True, False],           fill_value=2)",,,equal ; array ; where ; eq ; array ; where ; where ; masked_where ; where ; array ; cond ; array ; masked_values ; where ; cond ; masked_where ; where ; equal ; eq ; masked_values ; array ; array ; equal ; eq ; masked_equal ; array ; array ; equal ; put ; where ; copy ; eq ; masked_where ; put ; where ; put ; put ; put ; put ; copy ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Argument ;
"masked_inside(x, v1, v2, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array inside a given interval.    Shortcut to ``masked_where``, where `condition` is True for `x` inside    the interval [v1,v2] (v1 <= x <= v2).  The boundaries `v1` and `v2`    can be given in either order.    See Also    --------    masked_where : Mask where a condition is met.    Notes    -----    The array `x` is prefilled with its filling value.    Examples    -------- >>> import numpy.ma as ma >>> x = [0.31, 1.2, 0.01, 0.2, -0.4, -1.1] >>> ma.masked_inside(x, -0.3, 0.3)    masked_array(data=[0.31, 1.2, --, --, -0.4, -1.1],                 mask=[False, False,  True,  True, False, False],           fill_value=1e+20)    The order of `v1` and `v2` doesn't matter. >>> ma.masked_inside(x, 0.3, -0.3)    masked_array(data=[0.31, 1.2, --, --, -0.4, -1.1],                 mask=[False, False,  True,  True, False, False],           fill_value=1e+20)",,,array ; array ; where ; cond ; masked_where ; where ; where ; cond ; masked_where ; where ; array ; filled ; array ; masked_inside ; array ; array ; masked_inside ; array ; array ; filled ; cond ; where ; copy ; cond ; masked_where ; where ; copy ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Argument ;
"masked_outside(x, v1, v2, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array outside a given interval.    Shortcut to ``masked_where``, where `condition` is True for `x` outside    the interval [v1,v2] (x < v1)|(x > v2).    The boundaries `v1` and `v2` can be given in either order.    See Also    --------    masked_where : Mask where a condition is met.    Notes    -----    The array `x` is prefilled with its filling value.    Examples    -------- >>> import numpy.ma as ma >>> x = [0.31, 1.2, 0.01, 0.2, -0.4, -1.1] >>> ma.masked_outside(x, -0.3, 0.3)    masked_array(data=[--, --, 0.01, 0.2, --, --],                 mask=[ True,  True, False, False,  True,  True],           fill_value=1e+20)    The order of `v1` and `v2` doesn't matter. >>> ma.masked_outside(x, 0.3, -0.3)    masked_array(data=[--, --, 0.01, 0.2, --, --],                 mask=[ True,  True, False, False,  True,  True],           fill_value=1e+20)",,,array ; array ; where ; cond ; masked_where ; where ; where ; cond ; masked_where ; where ; array ; filled ; array ; masked_outside ; array ; array ; masked_outside ; array ; array ; filled ; cond ; where ; copy ; cond ; masked_where ; where ; copy ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Argument ;
"masked_object(x, value, copy=True, shrink=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask the array `x` where the data are exactly equal to value.    This function is similar to `masked_values`, but only suitable    for object arrays: for floating point, use `masked_values` instead.","x : array_like        Array to mask    value : object        Comparison value    copy : {True, False}, optional        Whether to return a copy of `x`.    shrink : {True, False}, optional        Whether to collapse a mask full of False to nomask",result : MaskedArray        The result of masking `x` where equal to `value`.,equal ; array ; where ; eq ; array ; where ; masked_values ; array ; masked_values ; array ; array ; array ; copy ; copy ; full ; equal ; where ; eq ; where ; where ; cond ; masked_where ; where ; equal ; where ; eq ; masked_equal ; where ; equal ; eq ; masked_values ; array ; array ; dtype ; masked_object ; array ; array ; dtype ; array ; array ; dtype ; masked_object ; array ; array ; dtype ; array ; array ; dtype ; isMaskedArray ; equal ; cond ; eq ; asarray ; equal ; array ; cond ; eq ; array ; asarray ; cond ; make_mask ; mask_or ; array ; copy ; array ; copy ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Argument ;
"masked_values(x, value, rtol=1e-5, atol=1e-8, copy=True, shrink=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask using floating point equality.    Return a MaskedArray, masked where the data in array `x` are approximately    equal to `value`, determined using `isclose`. The default tolerances for    `masked_values` are the same as those for `isclose`.    For integer types, exact equality is used, in the same way as    `masked_equal`.    The fill_value is set to `value` and the mask is set to ``nomask`` if    possible.","x : array_like        Array to mask.    value : float        Masking value.    rtol, atol : float, optional        Tolerance parameters passed on to `isclose`    copy : bool, optional        Whether to return a copy of `x`.    shrink : bool, optional        Whether to collapse a mask full of False to ``nomask``.",result : MaskedArray        The result of masking `x` where approximately equal to `value`.,equal ; eq ; array ; where ; array ; where ; approx ; equal ; isclose ; det ; eq ; min ; isclose ; masked_values ; equal ; eq ; equal ; eq ; masked_equal ; array ; array ; isclose ; copy ; copy ; full ; equal ; where ; eq ; where ; approx ; where ; cond ; masked_where ; where ; equal ; where ; eq ; masked_equal ; where ; array ; array ; masked_values ; array ; array ; masked_values ; array ; array ; diff ; equal ; eq ; masked_equal ; array ; array ; masked_values ; array ; array ; equal ; eq ; masked_equal ; array ; array ; filled ; issubdtype ; dtype ; isclose ; equal ; eq ; array ; copy ; array ; copy ; inv ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;
"masked_invalid(a, copy=True):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,"     Mask an array where invalid values occur (NaNs or infs).    This function is a shortcut to ``masked_where``, with    `condition` = ~(np.isfinite(a)). Any pre-existing mask is conserved.    Only applies to arrays with a dtype where NaNs or infs make sense    (i.e. floating point types), but accepts any array_like object.    See Also    --------    masked_where : Mask where a condition is met.    Examples    -------- >>> import numpy.ma as ma >>> a = np.arange(5, dtype=float) >>> a[2] = np.NaN >>> a[3] = np.PINF >>> a    array([ 0.,  1., nan, inf,  4.]) >>> ma.masked_invalid(a)    masked_array(data=[0.0, 1.0, --, --, 4.0],                 mask=[False, False,  True,  True, False],           fill_value=1e+20)",,,array ; where ; inv ; array ; where ; where ; masked_where ; where ; cond ; array ; where ; array ; where ; dtype ; array ; any ; array ; where ; cond ; masked_where ; where ; dtype ; array ; array ; inv ; masked_invalid ; array ; array ; array ; copy ; array ; get ; get ; cond ; getdata ; cond ; cond ; cond ; array ; tri ; array ; disp ; disp ; tri ; disp ; disp ; tri ; disp ; disp ; disp ; __str__ ; __repr__ ; get ; index ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;
"_recursive_printoption(result, mask, printopt):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,     Puts printoptions in result where mask is True.    Private function allowing for recursion,,,printoptions ; where ; where ; all ; dtype ; _recursive_printoption ; where ; copyto ; copy ; where ; _std ; _std ; std ; dtype ; _std ; _std ; std ; dtype ; filled ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
"_recursive_filled(a, mask, fill_value):",https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,     Recursively fill `a` with `fill_value`.,,,dtype ; dtype ; filled ; _recursive_filled ; where ; copyto ; copy ; where ; array ; array ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;
flatten_structured_array(a):,https://github.com//numpy/numpy/blob/master/numpy/ma/core.py,     Flatten a structured array.    The data type of the output is chosen such that it can represent all of the    (nested) fields.,a : structured array,"output : masked array or ndarray        A flattened masked array if the input is a masked array, otherwise a        standard ndarray.",array ; array ; put ; all ; put ; array ; array ; array ; put ; array ; put ; array ; put ; array ; put ; array ; array ; dtype ; array ; array ; dtype ; array ; flatten_structured_array ; array ; array ; array ; iterable ; eq ; iterable ; iterable ; eq ; asanyarray ; array ; any ; array ; asanyarray ; shape ; shape ; ravel ; isin ; isin ; array ; eq ; array ; array ; eq ; array ; get ; array ; getmask ; getmaskarray ; array ; array ; eq ; array ; shape ; shape ; shape ; shape ; shape ; shape ; shape ; eq ; shape ; array ; array ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;
